title,item_category,price,date,store
"Макаронные изделия «Каждый день» Рожки, 500 г",makarony,23.99,10.11.2024,Ашан
"Макаронные изделия «Каждый день» Спиральки, 500 г",makarony,23.99,10.11.2024,Ашан
"Макаронные изделия «Каждый день» Перья, 500 г",makarony,23.99,10.11.2024,Ашан
"Макаронные изделия «Каждый день» Вермишель, 500 г",makarony,23.99,10.11.2024,Ашан
"Макаронные изделия «Каждый день» Спагетти, 500 г",makarony,23.99,10.11.2024,Ашан
"Макаронные изделия «Каждый день» Ракушки, 500 г",makarony,23.99,10.11.2024,Ашан
"Перья АШАН Красная птица из твердых сортов пшеницы, 500 г",makarony,49.99,10.11.2024,Ашан
"Вермишель АШАН Красная птица, 500 г",makarony,49.99,10.11.2024,Ашан
"Спагетти АШАН Красная птица из твердых сортов пшеницы, 500 г",makarony,49.99,10.11.2024,Ашан
"Макароны АШАН Красная птица  из твердых сортов пшеницы, 400 г",makarony,49.99,10.11.2024,Ашан
"Ракушки АШАН Красная птица  из твердых сортов пшеницы, 500 г",makarony,49.99,10.11.2024,Ашан
"Макаронные изделия АШАН Красная птица Рожки из твердых сортов пшеницы, 500 г",makarony,49.99,10.11.2024,Ашан
"Вермишель Makfa паутинка, 450 г",makarony,54.9,10.11.2024,Ашан
"Макаронные изделия Makfa трубочки, 450 г",makarony,54.9,10.11.2024,Ашан
"Макаронные изделия Makfa Ракушки, 450 г",makarony,54.9,10.11.2024,Ашан
"Макаронные изделия Makfa спирали, 450 г",makarony,54.9,10.11.2024,Ашан
"Макаронные изделия Makfa спиральки экспресс, 400 г",makarony,54.9,10.11.2024,Ашан
"Лапша Makfa длинная, 450 г",makarony,59.9,10.11.2024,Ашан
"Вермишель Makfa Капеллини, 450 г",makarony,59.9,10.11.2024,Ашан
"Вермишель Makfa Соломка длинная, 400 г",makarony,59.9,10.11.2024,Ашан
"Спагетти Makfa, 450 г",makarony,59.9,10.11.2024,Ашан
"Спагетти Makfa с добавлением натуральной гречихи, 500 г",makarony,59.9,10.11.2024,Ашан
"Спагетти Makfa с добавлением натурального шпината, 500 г",makarony,59.9,10.11.2024,Ашан
"Спагетти Makfa с добавлением натурального томата, 500 г",makarony,59.9,10.11.2024,Ашан
"Спагетти Makfa цельнозерновые, 500 г",makarony,59.9,10.11.2024,Ашан
"Макаронные изделия Makfa виток, 450 г",makarony,59.96,10.11.2024,Ашан
"Макаронные изделия Makfa улитки, 450 г",makarony,59.96,10.11.2024,Ашан
"Макаронные изделия Makfa Рожки гладкие, 450 г",makarony,59.96,10.11.2024,Ашан
"Макаронные изделия Makfa Петушиные Гребешки, 450 г",makarony,59.96,10.11.2024,Ашан
"Макарошки АШАН Красная птица детские фигурные, 300 г",makarony,59.99,10.11.2024,Ашан
"Макаронные изделия Makfa Ракушечки для заправки бульонов и супов, 250 г",makarony,61.99,10.11.2024,Ашан
"Макаронные изделия Granmulino спираль №41, 450 г",makarony,63.99,10.11.2024,Ашан
"Макаронные изделие Pasteroni Grandine Ptitim № 122, 400 г",makarony,66.9,10.11.2024,Ашан
"Макаронные изделия Pasteroni Звездочки, 400 г",makarony,66.9,10.11.2024,Ашан
"Макаронные изделия Pasteroni Джирандоле №124, 400 г",makarony,66.9,10.11.2024,Ашан
"Макаронные изделия Pasteroni Конкилье Ригате №128, 400 г",makarony,66.9,10.11.2024,Ашан
"Макаронные изделие Pasteroni Riso № 121, 400 г",makarony,66.9,10.11.2024,Ашан
"Макаронные изделия Pasteroni Pipe rigate №126, 400 г",makarony,66.9,10.11.2024,Ашан
"Макаронные изделия Pasteroni Лингвини №115, 400 г",makarony,66.9,10.11.2024,Ашан
"Спагетти Pasteroni №114 из твердых сортов пшеницы, 450 г",makarony,66.9,10.11.2024,Ашан
"Социальный товар Яйца куриные С2, 10 шт",aitsa,69.99,10.11.2024,Ашан
"Яйца куриные «Каждый день» С2, 10 шт",aitsa,69.99,10.11.2024,Ашан
"Социальный товар Яйца куриные С1, 10 шт",aitsa,99.99,10.11.2024,Ашан
"Яйца куриные «Каждый день» С1, 10 шт",aitsa,99.99,10.11.2024,Ашан
"Социальный товар Яйца куриные С0, 10 шт",aitsa,112.99,10.11.2024,Ашан
"Яйца куриные «Каждый день» СО, 10 шт",aitsa,112.99,10.11.2024,Ашан
"Яйца куриные «Окское» С1, 10 шт",aitsa,119.99,10.11.2024,Ашан
"Яйца куриные АШАН Красная птица деревенские С1, 10 шт",aitsa,124.99,10.11.2024,Ашан
"Яйца куриные «Волжанин» С1, 10 шт",aitsa,129.99,10.11.2024,Ашан
"Яйца куриные «Синявское» Деревенские С0, 10 шт",aitsa,133.9,10.11.2024,Ашан
"Яйца куриные АШАН Красная птица деревенские С0, 10 шт",aitsa,133.99,10.11.2024,Ашан
"Яйца куриные «Золото Сеймы» деревенские С1, 10 шт",aitsa,134.96,10.11.2024,Ашан
"Яйца куриные «Зерновой откорм» С1, 10 шт",aitsa,139.99,10.11.2024,Ашан
"Яйца куриные «Лето» С1, 10 шт",aitsa,139.99,10.11.2024,Ашан
"Яйца куриные «Экстра» С0, 10 шт",aitsa,142.96,10.11.2024,Ашан
"Яйца куриные «Вараксино» деревенские белые С1, 10 шт",aitsa,144.99,10.11.2024,Ашан
"Яйца куриные «Лето» С0, 10 шт",aitsa,149.99,10.11.2024,Ашан
"Яйца куриные «Сметанино» С1, 10 шт",aitsa,149.99,10.11.2024,Ашан
"Яйца куриные «Сметанино» отборные С0, 10 шт",aitsa,149.99,10.11.2024,Ашан
"Яйца куриные «Село Зеленое» деревенские С1, 10 шт",aitsa,154.99,10.11.2024,Ашан
"Яйца куриные «Зерновой откорм» С0, 10 шт",aitsa,159.99,10.11.2024,Ашан
"Яйца куриные «Вараксино» деревенские белые С0, 10 шт",aitsa,164.99,10.11.2024,Ашан
"Яйца куриные «Праксис» Экстра С0, 10 шт",aitsa,164.99,10.11.2024,Ашан
"Яйцо куриное «Русорганика» С1 столовое ГОСТ, 6 шт",aitsa,169.99,10.11.2024,Ашан
"Яйца куриные «Роскар» Эсктра СВ, 10 шт",aitsa,179.99,10.11.2024,Ашан
"Яйцо куриное Халяль С1, 10 шт",aitsa,184.99,10.11.2024,Ашан
"Яйца куриные «Экстра» С1, 15 шт",aitsa,214.99,10.11.2024,Ашан
"Яйца куриные «Каждый день» С2, 30 шт",aitsa,249.45,10.11.2024,Ашан
"Яйца куриные «Волжанин» Волжское утро С1, 20 шт",aitsa,249.99,10.11.2024,Ашан
"Яйца куриные «Волжанин» Волжское утро С0, 20 шт",aitsa,269.99,10.11.2024,Ашан
"Яйца куриные «Лето» С1, 20 шт",aitsa,269.99,10.11.2024,Ашан
"Яйца куриные «Сеймовские» Деревенские С1, 20 шт",aitsa,269.99,10.11.2024,Ашан
"Яйца куриные «Новая марка» С1, 20 шт",aitsa,279.99,10.11.2024,Ашан
"Яйца куриные «Сметанино» С1, 20 шт",aitsa,279.99,10.11.2024,Ашан
"Яйца куриные «Ярково» С1, 20 шт",aitsa,279.99,10.11.2024,Ашан
"Яйца куриные «Праксис» Экстра С1, 20 шт",aitsa,289.99,10.11.2024,Ашан
"Яйца куриные «Роскар» Счастливая курица С1, 20 шт",aitsa,289.99,10.11.2024,Ашан
"Сосиски «Каждый день» Аппетитные, 300 г",sosiski,39.98,10.11.2024,Ашан
"Сосиски «Каждый день» Докторские, 300 г",sosiski,79.99,10.11.2024,Ашан
"Сосиски «Каждый день» Мини, 350 г",sosiski,99.99,10.11.2024,Ашан
"Сардельки «Каждый день» Сочные, ~ 1 кг",sosiski,149.98,10.11.2024,Ашан
"Сардельки АШАН Красная птица Тамбовские, 400 г",sosiski,199.9,10.11.2024,Ашан
"Сырный продукт «Каждый день» в нарезке ЗМЖ, 150 г",syr,64.99,10.11.2024,Ашан
"Сыр полутвердый «Каждый День» Российский тертый 45% БЗМЖ, 150 г",syr,119.98,10.11.2024,Ашан
"Сыр полутвердый «Каждый день» Пошехонский 45% нарезка БЗМЖ, 150 г",syr,127.99,10.11.2024,Ашан
"Сыр полутвердый «Каждый День» Российский нарезка 45% БЗМЖ, 150 г",syr,129.98,10.11.2024,Ашан
"Сыр твердый «Каждый День» Голландский нарезка 45% БЗМЖ, 150 г",syr,129.98,10.11.2024,Ашан
"Сыр полутвердый «Каждый день» Костромской 45% БЗМЖ, 200 г",syr,129.99,10.11.2024,Ашан
"Сыр полутвердый «Каждый день» Пошехонский 45% БЗМЖ, 200 г",syr,129.99,10.11.2024,Ашан
"Сыр полутвердый «Каждый день» Сливочный 45% БЗМЖ, 200 г",syr,129.99,10.11.2024,Ашан
"Сыр полутвердый Viola бутербродный нарезка 45% БЗМЖ, 120 г",syr,130.96,10.11.2024,Ашан
"Сыр полутвердый Чеддер Mr.Chedd Red нарезка 50% БЗМЖ, 150 г",syr,134.9,10.11.2024,Ашан
"Сыр полутвердый Тильзитер Grunlander от Hochland нарезка 45% БЗМЖ, 130 г",syr,137.96,10.11.2024,Ашан
"Сыр полутвердый Чеддер Grunlander от Hochland нарезка 50% БЗМЖ,130 г",syr,137.96,10.11.2024,Ашан
"Сыр полутвердый легкий Grunlander от Hochland нарезка 35% БЗМЖ, 130 г",syr,137.96,10.11.2024,Ашан
"Сыр полутвердый «Каждый день» Голландский 45% БЗМЖ, 200 г",syr,139.98,10.11.2024,Ашан
"Сыр полутвердый «Каждый день» Российский 45% БЗМЖ, 200 г",syr,139.98,10.11.2024,Ашан
"Сыр АШАН Красная птица Легкий нарезка БЗМЖ, 125 г",syr,139.99,10.11.2024,Ашан
"Сыр полутвердый «Каждый день» Костромской 45% нарезка БЗМЖ, 150 г",syr,139.99,10.11.2024,Ашан
"Сыр полутвердый «Каждый день» Сливочный нарезка 50% БЗМЖ, 150 г",syr,139.99,10.11.2024,Ашан
"Сыр полутвердый «Ясон» зеленый сушеный с травами тертый 1,4% БЗМЖ, 50 г",syr,139.99,10.11.2024,Ашан
"Сыр полутвердый тертый «Вкуснотеево» Сливочный для кулинарии ГОСТ 45% БЗМЖ, 150 г",syr,139.99,10.11.2024,Ашан
"Сыр полутвердый Чеддер Grunlander от Hochland кусок 50% БЗМЖ, 180 г",syr,148.96,10.11.2024,Ашан
"Сыр полутвердый Viola Гауда нарезка 45% БЗМЖ, 120 г",syr,149.9,10.11.2024,Ашан
"Сыр полутвердый Viola Тильзитер нарезка 45% БЗМЖ, 120 г",syr,149.9,10.11.2024,Ашан
"Сыр полутвердый Viola Голландский нарезка 45% БЗМЖ, 120 г",syr,149.9,10.11.2024,Ашан
"Сыр полутвердый Viola Маасдам нарезка 45% БЗМЖ, 120 г",syr,149.9,10.11.2024,Ашан
"Сыр полутвердый Viola Российский нарезка БЗМЖ, 120 г",syr,149.9,10.11.2024,Ашан
"Сыр полутвердый Гауда АШАН Красная птица 45% БЗМЖ, 200 г",syr,149.99,10.11.2024,Ашан
"Сыр полутвердый Тильзитер АШАН Красная птица 45% БЗМЖ, 200 г",syr,149.99,10.11.2024,Ашан
"Сыр полутвердый Эдам АШАН Красная птица 45% БЗМЖ, 200 г",syr,149.99,10.11.2024,Ашан
"Сыр полутвердый Голландский «Милково» 45% БЗМЖ, 200 г",syr,154.99,10.11.2024,Ашан
"Сыр полутвердый нарезка Grunlander 50% БЗМЖ, 150 г",syr,158.96,10.11.2024,Ашан
"Сыр полутвердый Natura Сливочный 45% нарезка БЗМЖ, 150 г",syr,159.9,10.11.2024,Ашан
"Сыр полутвердый Natura Сливочный Легкий нарезка 16% БЗМЖ, 150 г",syr,159.9,10.11.2024,Ашан
"Сыр полутвердый Гауда «Брест-Литовск» 48% БЗМЖ, 200 г",syr,159.9,10.11.2024,Ашан
"Сыр полутвердый Голландский «Брест-Литовск» 45% БЗМЖ, 200 г",syr,159.9,10.11.2024,Ашан
"Сыр полутвердый Тильзитер «Брест-Литовск» 45% БЗМЖ, 200 г",syr,159.9,10.11.2024,Ашан
"Сыр твердый АШАН Красная птица Эдам тертый 45% БЗМЖ, 200 г",syr,159.9,10.11.2024,Ашан
"Сыр полутвердый Пошехонский «Милково» 45% БЗМЖ, 200 г",syr,159.9,10.11.2024,Ашан
"Сыр полутвердый классический нарезной «Брест-Литовск» 45% БЗМЖ, 150 г",syr,159.96,10.11.2024,Ашан
"Сыр полутвердый АШАН Красная птица Гауда 45% нарезка БЗМЖ, 150 г",syr,159.99,10.11.2024,Ашан
"Суповой набор «Каждый день» говяжий, 1 упаковка ~ 0,7 кг",myaso,213.99,10.11.2024,Ашан
"Азу из говядины «Родные места», 300 г",myaso,289.0,10.11.2024,Ашан
"Поджарка АШАН Красная птица говяжья, 400 г",myaso,376.99,10.11.2024,Ашан
"Азу из говядины АШАН Красная птица охлажденное, 400 г",myaso,392.99,10.11.2024,Ашан
"Гуляш «Эколь» говяжий Халяль, 400 г",myaso,449.99,10.11.2024,Ашан
"Бефстрогонов из говядины «Родные места», 400 г",myaso,465.99,10.11.2024,Ашан
"Огузок говяжий «ЭКОЛЬ» охлажденный, 400 г",myaso,489.99,10.11.2024,Ашан
"Говядина духовая «ЭКОЛЬ» охлажденная, 400 г",myaso,489.99,10.11.2024,Ашан
"Азу говяжье «ЭКОЛЬ» охлажденное, 400 г",myaso,489.99,10.11.2024,Ашан
"Бефстроганов «Эколь» говядина охлажденная, 400 г",myaso,529.99,10.11.2024,Ашан
"Грудинка говяжья «Каждый день» Фермерская на кости охлажденная, 1 упаковка ~ 1,2 кг",myaso,554.99,10.11.2024,Ашан
"Говядина на ребрышках АШАН Красная птица фермерская охлаждённая, 1 упаковка ~ 1,2 кг",myaso,562.98,10.11.2024,Ашан
"Говядина мякоть тазобедренной части «ЭКОЛЬ» охлажденная, 400 г",myaso,569.99,10.11.2024,Ашан
"Мякоть говядины «Родные места», 700 г",myaso,599.0,10.11.2024,Ашан
"Говядина для запекания «Родные места», 700 г",myaso,720.99,10.11.2024,Ашан
"Грудинка говяжья «Каждый день» фермерская бескостная охлажденная, 1 упаковка ~ 0,48 кг",myaso,746.99,10.11.2024,Ашан
"Лопатка говяжья «Каждый день» фермерская на кости охлажденная, 1 упаковка ~ 1,2 кг",myaso,751.99,10.11.2024,Ашан
"Шейная часть говяжья «Каждый день» Фермерская на кости охлажденная, 1 упаковка ~ 1,2 кг",myaso,752.99,10.11.2024,Ашан
"Говядина для тушения АШАН Красная птица охлажденная, 1 упаковка ~ 0,9 кг",myaso,754.0,10.11.2024,Ашан
"Мякоть шеи говядины «Каждый день» охлажденная (0,8-1,2 кг), 1 упаковка ~ 1 кг",myaso,760.99,10.11.2024,Ашан
"Мякоть бедра говядины «Каждый день» охлажденная (0,8-1,2 кг), 1 упаковка ~ 1 кг",myaso,769.0,10.11.2024,Ашан
"Грудинка говяжья «Каждый день» Фермерская бескостная охлажденная, 1 упаковка ~ 1,2 кг",myaso,772.99,10.11.2024,Ашан
"Голяшка говяжья «Каждый день» фермерская на кости охлажденная, 1 упаковка ~ 1,2 кг",myaso,783.99,10.11.2024,Ашан
"Мякоть лопатки говядины «Каждый день» охлажденная (0,8-1,2 кг), 1 упаковка ~ 1 кг",myaso,824.99,10.11.2024,Ашан
"Шея говяжья АШАН Красная птица фермерская бескостная охлажденная, 1 упаковка ~ 1,2 кг",myaso,836.99,10.11.2024,Ашан
"Голяшка говяжья АШАН Красная птица фермерская бескостная охлажденная, 1 упаковка ~ 1,2 кг",myaso,872.99,10.11.2024,Ашан
"Лопатка говяжья АШАН Красная птица фермерская бескостная охлажденная, 1 упаковка ~ 1,9 кг",myaso,902.99,10.11.2024,Ашан
"Тазобедренная часть говяжья АШАН Красная птица бескостная, 1 упаковка ~ 1,9 кг",myaso,905.99,10.11.2024,Ашан
"Тазобедренная часть говяжья АШАН Красная птица фермерская бескостная, 1 упаковка ~ 1,7 кг",myaso,959.99,10.11.2024,Ашан
"Бифштекс говяжий АШАН Красная птица охлаждённый, 1 упаковка ~ 1,4 кг",myaso,1008.99,10.11.2024,Ашан
"Филейный край говяжий АШАН Красная птица фермерский бескостный охлаждённый, 1 упаковка ~ 0,96 кг",myaso,1013.99,10.11.2024,Ашан
"Говядина АШАН Золотая птица стейк с розмарином, ~ 650 г",myaso,1217.99,10.11.2024,Ашан
"Вырезка говяжья АШАН Красная птица охлажденная ~ 0,7 кг",myaso,1658.99,10.11.2024,Ашан
Багет мини Хлебный дом 110г,hleb,29.9,10.11.2024,Метро
"Хлеб Дарница подовый, 380г",hleb,32.9,10.11.2024,Метро
"Батон Дарница нарезной, 350г",hleb,33.9,10.11.2024,Метро
Батончик нежный Арнаут 230г,hleb,35.0,10.11.2024,Метро
"Хлеб Хлебный дом Дарницкий нарезка, 325г",hleb,35.9,10.11.2024,Метро
"Батон Хлебный дом Утренний, 200г",hleb,37.9,10.11.2024,Метро
"Батон Дарница Городской, 350г",hleb,39.01,10.11.2024,Метро
"Батон особый Ремесленный хлеб на опаре нарезка, 300г",hleb,39.01,10.11.2024,Метро
"Хлеб Арнаут Столичный половинка, 350г",hleb,40.9,10.11.2024,Метро
"Лаваши-малыши Арнаут пшеничные, 140г",hleb,42.0,10.11.2024,Метро
"Лаваши-малыши Арнаут сырные, 140г",hleb,42.0,10.11.2024,Метро
"Хлеб Хлебный дом ржаной из обдирной муки в нарезке, 400г",hleb,42.9,10.11.2024,Метро
"Хлеб Хлебный дом Столичный половинка, 350г",hleb,45.9,10.11.2024,Метро
"Батон Дарница высший сорт нарезка, 300г",hleb,47.9,10.11.2024,Метро
"Лаваш Восточный, 250г",hleb,48.9,10.11.2024,Метро
"Хлеб Аладушкин Деревенский с льняной мукой, 350г",hleb,49.01,10.11.2024,Метро
"Хлеб Дарница Честный состав подовый нарезка, 400г",hleb,49.01,10.11.2024,Метро
"Хлеб Дарница Двинский, 350г",hleb,49.01,10.11.2024,Метро
"Хлеб заквасный Хлебный дом пшеничный нарезной, 255г",hleb,49.9,10.11.2024,Метро
"Хлеб Хлебный дом Бородинский, 400г",hleb,49.9,10.11.2024,Метро
"Лаваш Коломенский армянский бездрожжевой тонкий, 200г",hleb,52.9,10.11.2024,Метро
"Батон Коломенский Нарезной нарезанный, 400г",hleb,52.9,10.11.2024,Метро
"Булочка Хлебный дом Даллас, 85г",hleb,54.9,10.11.2024,Метро
"Хлеб Хлебный дом Геркулес с отрубями формовой, 250г",hleb,54.9,10.11.2024,Метро
"Хлеб золотой злак Арнаут с овсяными отрубями, 260г",hleb,55.0,10.11.2024,Метро
"Чиабатта ХПП №1 пшеничная, 230г",hleb,55.9,10.11.2024,Метро
"Хлеб Хлебный дом тостовый, 350г",hleb,55.9,10.11.2024,Метро
"Батон Хлебный дом московский нарезной, 350г",hleb,55.9,10.11.2024,Метро
"Батон Арнаут Нарезной, 400г",hleb,56.0,10.11.2024,Метро
"Булочки для бургера Коломенский Вкусно и просто с кунжутом, 180г",hleb,56.9,10.11.2024,Метро
"Молоко Parmalat стерилизованное 1.8%, 200мл",moloko,46.9,10.11.2024,Метро
"Молоко Parmalat ультрапастеризованное 3.5%, 200мл",moloko,49.9,10.11.2024,Метро
"Молоко Клевер ультрапастеризованное 2.5%, 500мл",moloko,58.9,10.11.2024,Метро
"Молоко Parmalat безлактозное ультрапастеризованное 1.8%, 200мл",moloko,60.9,10.11.2024,Метро
"Молоко Свежее завтра безлактозное 1.5%, 500мл",moloko,65.9,10.11.2024,Метро
"aro Молоко ультрапастеризованное 1.5%, 973мл",moloko,70.91,10.11.2024,Метро
"Молоко Пискаревское пастеризованное 2.5%, 900г",moloko,75.9,10.11.2024,Метро
"Молоко Вологжанка ультрапастеризованное 2.5%, 1л",moloko,82.01,10.11.2024,Метро
"Молоко Клевер ультрапастеризованное 1.5%, 1л",moloko,83.9,10.11.2024,Метро
"Молоко Lactica козье пастеризованное 2.8%, 200мл",moloko,84.9,10.11.2024,Метро
"Молоко Вологжанка ультрапастеризованное 3.2%, 1л",moloko,85.0,10.11.2024,Метро
"Молоко Пискаревское пастеризованное 2.5%, 1л",moloko,85.9,10.11.2024,Метро
"Напиток молокосодержащий Молти Бариста ультрапастеризованный 3.2%, 973мл",moloko,86.9,10.11.2024,Метро
"Молоко Простоквашино пастеризованное 1.5%, 930мл",moloko,89.9,10.11.2024,Метро
"Молоко Клевер ультрапастеризованное 2.5%, 1л",moloko,90.9,10.11.2024,Метро
"RIOBA Молоко ультрапастеризованное 1.8%, 973мл",moloko,92.9,10.11.2024,Метро
"Молоко Простоквашино пастеризованное 2.5%, 930мл",moloko,94.9,10.11.2024,Метро
"Молоко Клевер ультрапастеризованное 3.5%, 1л",moloko,98.9,10.11.2024,Метро
"Молоко Простоквашино отборное пастеризованное 3.4%-4%, 930мл",moloko,99.9,10.11.2024,Метро
"Молоко Эконива пастеризованное 2.5%, 1л",moloko,105.0,10.11.2024,Метро
"RIOBA Молоко ультрапастеризованное 0.5%, 1л",moloko,105.0,10.11.2024,Метро
"Молоко Славянские кружева ультрапастеризованное 3.2%, 973мл",moloko,109.0,10.11.2024,Метро
"Молоко Клевер топленое ультрапастеризованное 4%, 1л",moloko,113.0,10.11.2024,Метро
"Молоко Домик в деревне ультрапастеризованное 3.2%, 925мл",moloko,114.0,10.11.2024,Метро
"Молоко Большая кружка безлактозное ультрапастеризованное 1.5%, 1л",moloko,114.0,10.11.2024,Метро
"Молоко Домик в деревне отборное пастеризованное 3.7%, 930мл",moloko,114.0,10.11.2024,Метро
"Молоко Эконива Professional line ультрапастеризованное 2.5%, 1л",moloko,114.0,10.11.2024,Метро
"Молоко Брянский молочный комбинат без лактозы ультрапастеризованное 1.8%, 975мл",moloko,118.0,10.11.2024,Метро
"Молоко Домик в деревне ультрапастеризованное 1.5%, 950г",moloko,119.0,10.11.2024,Метро
"Молоко Эконива пастеризованное цельное 3.3-6%, 1л",moloko,122.0,10.11.2024,Метро
"Маргарин Воронежский Добавкин со сливочным вкусом ГОСТ 60%, 180г",maslo,35.9,10.11.2024,Метро
"Маргарин Хозяюшка сливочный нижегородский, 200г",maslo,49.9,10.11.2024,Метро
"Маргарин Саратовский сливочный 60%, 250г",maslo,58.9,10.11.2024,Метро
"Маргарин Пышка для выпечки 72%, 200г",maslo,72.9,10.11.2024,Метро
Спред Кремлевское 180г,maslo,74.9,10.11.2024,Метро
"Маргарин Хозяюшка сливочный нижегородский, 400г",maslo,109.0,10.11.2024,Метро
"METRO Chef Маргарин 75%, 500г",maslo,132.0,10.11.2024,Метро
"METRO Chef Масло сливочное Крестьянское 72.5%, 180г",maslo,179.0,10.11.2024,Метро
"Масло сладко-сливочное Экомилк ГОСТ 82.5%, 100г",maslo,182.0,10.11.2024,Метро
"METRO Chef Масло сливочное Традиционное 82.5%, 180г",maslo,199.0,10.11.2024,Метро
"Масло сливочное Коровка из Кореновки крестьянское 72.5%, 170г",maslo,256.0,10.11.2024,Метро
"Масло Экомилк сладко-сливочное крестьянское 72.5%, 180г",maslo,261.0,10.11.2024,Метро
"Масло сливочное Экомилк несоленое 82.5%, 180г",maslo,265.0,10.11.2024,Метро
"METRO Chef Маргарин 75%, 1кг",maslo,274.0,10.11.2024,Метро
"Масло сливочное Брест-Литовск 72.5%, 180г",maslo,279.0,10.11.2024,Метро
"Масло сливочное Из Вологды Крестьянское 72.5%, 180г",maslo,282.0,10.11.2024,Метро
"Масло сливочное Коровка из Кореновки Традиционное 82.5%, 170г",maslo,286.0,10.11.2024,Метро
"Масло сливочное Тысяча озёр 82.5%, 180г",maslo,288.0,10.11.2024,Метро
"Масло Natura сливочное несоленое, 180г",maslo,292.0,10.11.2024,Метро
"Масло сливочное Аланталь Labas Rytas Традиционное 82.5%, 180г",maslo,292.0,10.11.2024,Метро
"Масло сливочное Брест-Литовск 82.5%, 180г",maslo,293.0,10.11.2024,Метро
"Масло Экомилк сладко-сливочное Традиционное 82.5%, 180г",maslo,297.0,10.11.2024,Метро
"Масло сливочное Вкуснотеево Традиционное 82.5%, 200г",maslo,309.0,10.11.2024,Метро
"Масло Viola сладко-сливочное 82.5%, 150г",maslo,309.0,10.11.2024,Метро
"Масло сливочное Laplandia Традиционное сладко-сливочное 82.5%, 180г",maslo,319.0,10.11.2024,Метро
"Масло Заботливая Хозяйка топленое, 270г",maslo,369.0,10.11.2024,Метро
"Масло сливочное President несоленое 82%, 180г",maslo,369.0,10.11.2024,Метро
"Масло топленое President 99%, 200г",maslo,429.0,10.11.2024,Метро
"Масло сливочное Экомилк традиционное 82.5% (50г x 6шт), 300г",maslo,479.0,10.11.2024,Метро
"METRO Chef Масло сливочное Крестьянское 72.5%, 380г",maslo,499.0,10.11.2024,Метро
"aro Пшено, 1кг",krupa,39.99,10.11.2024,Метро
"aro Крупа Ячневая, 700г",krupa,41.9,10.11.2024,Метро
"aro Крупа Гречневая, 1кг",krupa,42.99,10.11.2024,Метро
"aro Крупа Пшеничная, 700г",krupa,45.9,10.11.2024,Метро
"aro Крупа перловая ячменная номер 2, 900г",krupa,51.9,10.11.2024,Метро
"METRO Chef Горох колотый, 450г",krupa,52.9,10.11.2024,Метро
"aro Крупа Манная, 800г",krupa,57.9,10.11.2024,Метро
"Крупа перловая Мистраль ячменная, 900г",krupa,64.9,10.11.2024,Метро
"aro Горох колотый, 900г",krupa,68.9,10.11.2024,Метро
"METRO Chef Крупа манная, 800г",krupa,70.9,10.11.2024,Метро
"aro Рис Круглозерный, 900 г",krupa,76.99,10.11.2024,Метро
"METRO Chef Крупа перловая, 800г",krupa,77.9,10.11.2024,Метро
Крупа манная Мистраль 800г,krupa,79.9,10.11.2024,Метро
"Крупа гречневая Makfa ядрица экстра, 400г",krupa,82.9,10.11.2024,Метро
"Пшено Увелка шлифованное, 800г",krupa,84.9,10.11.2024,Метро
"Крупа ячневая Увелка в пакетах для варки 5шт, 400г",krupa,87.9,10.11.2024,Метро
"Крупа гречневая Агро-Альянс Экстра элитная, 900г",krupa,89.0,10.11.2024,Метро
"Булгур Bravolli! из твердых сортов пшеницы, 500г",krupa,89.9,10.11.2024,Метро
"METRO Chef Крупа кукурузная, 800г",krupa,90.9,10.11.2024,Метро
"METRO Chef Чечевица зеленая, 450г",krupa,95.9,10.11.2024,Метро
"Крупа пшеничная Увелка в пакетах для варки 5шт, 400г",krupa,95.9,10.11.2024,Метро
"METRO Chef Крупа гречневая, 900г",krupa,97.9,10.11.2024,Метро
"Рис Makfa обработанный паром шлифованный длиннозерный, 400г",krupa,99.9,10.11.2024,Метро
"METRO Chef Пшено шлифованное, 900г",krupa,99.9,10.11.2024,Метро
"Крупа Makfa пшено шлифованное высший сорт, 800г",krupa,103.0,10.11.2024,Метро
"Крупа гречневая Увелка ядрица, 800г",krupa,105.0,10.11.2024,Метро
"Крупа гречневая Увелка ядрица в пакетах для варки 5шт, 400г",krupa,107.0,10.11.2024,Метро
"Рис Увелка круглозерный в пакетах для варки 5шт, 400г",krupa,108.0,10.11.2024,Метро
"Пшено Увелка шлифованное в пакетах для варки 5шт, 400г",krupa,108.0,10.11.2024,Метро
Полента Bravolli! 300г,krupa,108.0,10.11.2024,Метро
"aro Перья рифленые №23, 400 г",makarony,23.9,10.11.2024,Метро
"aro рожки рифленые №56, 400 г",makarony,23.9,10.11.2024,Метро
"aro Пружинки рифленые №51, 400г",makarony,23.9,10.11.2024,Метро
"aro Вермишель паутинка №96, 400 г",makarony,23.9,10.11.2024,Метро
"aro Спагетти №3, 400г",makarony,23.9,10.11.2024,Метро
"METRO Chef Макароны перья рифленые, 450г",makarony,53.9,10.11.2024,Метро
"METRO Chef Макароны спагетти, 450г",makarony,53.9,10.11.2024,Метро
"METRO Chef Макароны рожки рифленые, 450г",makarony,53.9,10.11.2024,Метро
"METRO Chef Макароны вермишель, 450г",makarony,53.9,10.11.2024,Метро
"METRO Chef Макароны ракушки рифленые, 450г",makarony,53.9,10.11.2024,Метро
